title,location,city,start_date,start_time,event_link,ticket_link,scraped_at
Christos Papadopoulos (Graikija) - MY FIERCE IGNORANT STEP,Lietuvos nacionalinis dramos teatras,Vilnius,2026-04-29,18:30,https://www.bilietai.lt/eng/tickets/teatras/christos-papadopoulos-graikija-my-fierce-ignorant-step-494025/,https://store.bilietai.lt/public/?concert=494025&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:20Z
"Paryžiaus Klasika: EDITH PIAF, DALIDA, JOE DASSIN, PIERRE BACHELET, ALAIN DELON | atlieka Violette Jehannot De Bartillat su gyvo garso grupe (Prancūzija, JAV, Lietuva) | Vilnius",Šv. Kotrynos bažnyčia,Vilnius,2026-03-07,17:00,https://www.bilietai.lt/eng/tickets/koncertai/paryziaus-klasika-edith-piaf-dalida-joe-dassin-pierre-bachelet-alain-delon--atlieka-violette-jehannot-de-bartillat-su-gyvo-garso-grupe-prancuzija-jav-lietuva--vilnius-486322/,https://store.bilietai.lt/public/?concert=486322&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:22Z
"Paryžiaus Klasika: EDITH PIAF, DALIDA, JOE DASSIN, PIERRE BACHELET, ALAIN DELON | atlieka Violette Jehannot De Bartillat su gyvo garso grupe (Prancūzija, JAV, Lietuva) | Vilnius | PAPILDOMAS",Šv. Kotrynos bažnyčia,Vilnius,2026-03-07,19:30,https://www.bilietai.lt/eng/tickets/koncertai/paryziaus-klasika-edith-piaf-dalida-joe-dassin-pierre-bachelet-alain-delon--atlieka-violette-jehannot-de-bartillat-su-gyvo-garso-grupe-prancuzija-jav-lietuva--vilnius--papildomas-490516/,https://store.bilietai.lt/public/?concert=490516&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:22Z
"Paryžiaus Klasika: EDITH PIAF, DALIDA, JOE DASSIN, PIERRE BACHELET, ALAIN DELON | atlieka Violette Jehannot De Bartillat su gyvo garso grupe (Prancūzija, JAV, Lietuva) | Kaunas",Kauno valstybinė filharmonija,Kaunas,2026-03-08,16:00,https://www.bilietai.lt/eng/tickets/koncertai/paryziaus-klasika-edith-piaf-dalida-joe-dassin-pierre-bachelet-alain-delon--atlieka-violette-jehannot-de-bartillat-su-gyvo-garso-grupe-prancuzija-jav-lietuva--kaunas-479906/,https://store.bilietai.lt/public/?concert=479906&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:22Z
"Paryžiaus Klasika: EDITH PIAF, DALIDA, JOE DASSIN, PIERRE BACHELET, ALAIN DELON | atlieka Violette Jehannot De Bartillat su gyvo garso grupe (Prancūzija, JAV, Lietuva) | Kaunas | PAPILDOMAS",Kauno valstybinė filharmonija,Kaunas,2026-03-08,18:00,https://www.bilietai.lt/eng/tickets/koncertai/paryziaus-klasika-edith-piaf-dalida-joe-dassin-pierre-bachelet-alain-delon--atlieka-violette-jehannot-de-bartillat-su-gyvo-garso-grupe-prancuzija-jav-lietuva--kaunas--papildomas-490517/,https://store.bilietai.lt/public/?concert=490517&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:22Z
Viktorija ir Vitražas | Vilnius,Twinsbet Arena,Vilnius,2026-02-28,19:00,https://www.bilietai.lt/eng/tickets/koncertai/viktorija-ir-vitrazas--vilnius-476936/,https://store.bilietai.lt/public/?concert=476936&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:25Z
Viktorija ir Vitražas | Panevėžys,Kalnapilio arena,Panevėžys,2026-03-07,19:00,https://www.bilietai.lt/eng/tickets/koncertai/viktorija-ir-vitrazas--panevezys-477113/,https://store.bilietai.lt/public/?concert=477113&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:25Z
Viktorija ir Vitražas | Klaipėda,Klaipėdos Švyturio arena,Klaipėda,2026-03-14,19:00,https://www.bilietai.lt/eng/tickets/koncertai/viktorija-ir-vitrazas--klaipeda-476996/,https://store.bilietai.lt/public/?concert=476996&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:25Z
Viktorija ir Vitražas | Šiauliai,Šiaulių arena,Šiauliai,2026-03-20,19:00,https://www.bilietai.lt/eng/tickets/koncertai/viktorija-ir-vitrazas--siauliai-477100/,https://store.bilietai.lt/public/?concert=477100&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:25Z
Viktorija ir Vitražas | Kaunas,Kauno Žalgirio arena,Kaunas,2026-03-26,20:00,https://www.bilietai.lt/eng/tickets/koncertai/viktorija-ir-vitrazas--kaunas-477025/,https://store.bilietai.lt/public/?concert=477025&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:25Z
DINAMIKA | Klaipėda,Klaipėdos Švyturio arena,Klaipėda,2026-03-06,20:00,https://www.bilietai.lt/eng/tickets/koncertai/dinamika--klaipeda-477613/,https://store.bilietai.lt/public/?concert=477613&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:27Z
DINAMIKA | Šiauliai,Šiaulių arena,Šiauliai,2026-03-14,19:00,https://www.bilietai.lt/eng/tickets/koncertai/dinamika--siauliai-477696/,https://store.bilietai.lt/public/?concert=477696&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:27Z
DINAMIKA | Vilnius,Twinsbet Arena,Vilnius,2026-03-20,20:00,https://www.bilietai.lt/eng/tickets/koncertai/dinamika--vilnius-477675/,https://store.bilietai.lt/public/?concert=477675&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:27Z
DINAMIKA | Kaunas,Kauno Žalgirio arena,Kaunas,2026-03-27,20:00,https://www.bilietai.lt/eng/tickets/koncertai/dinamika--kaunas-477699/,https://store.bilietai.lt/public/?concert=477699&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:27Z
Nensi: Turo diena gimtadienio proga | KAUNAS,VDU didžioji salė,Kaunas,2026-03-16,19:00,https://www.bilietai.lt/eng/tickets/koncertai/nensi-turo-diena-gimtadienio-proga--kaunas-491594/,https://store.bilietai.lt/public/?concert=491594&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:30Z
Nensi: Turo diena gimtadienio proga | VILNIUS,Twinsbet Arena,Vilnius,2026-03-18,19:00,https://www.bilietai.lt/eng/tickets/koncertai/nensi-turo-diena-gimtadienio-proga--vilnius-491585/,https://store.bilietai.lt/public/?concert=491585&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:30Z
Nensi: Turo diena gimtadienio proga | KLAIPĖDA,Kultūros centras Žvejų rūmai,Klaipėda,2026-03-19,19:00,https://www.bilietai.lt/eng/tickets/koncertai/nensi-turo-diena-gimtadienio-proga--klaipeda-491593/,https://store.bilietai.lt/public/?concert=491593&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:30Z
Justinas Jarutis ''TIK AŠ IR TU'' | Kretinga,Kretingos kultūros centras,Kretinga,2026-02-27,19:00,https://www.bilietai.lt/eng/tickets/koncertai/justinas-jarutis-tik-as-ir-tu--kretinga-491225/,https://store.bilietai.lt/public/?concert=491225&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:32Z
Justinas Jarutis ''TIK AŠ IR TU'' | Kaišiadorys,Kaišiadorių kultūros centras,Kaišiadorys,2026-03-05,19:00,https://www.bilietai.lt/eng/tickets/koncertai/justinas-jarutis-tik-as-ir-tu--kaisiadorys-489571/,https://store.bilietai.lt/public/?concert=489571&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:32Z
Justinas Jarutis ''TIK AŠ IR TU'' | Molėtai,Molėtų kultūros centras,Molėtai,2026-03-06,19:00,https://www.bilietai.lt/eng/tickets/koncertai/justinas-jarutis-tik-as-ir-tu--moletai-489584/,https://store.bilietai.lt/public/?concert=489584&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:32Z
Justinas Jarutis ''TIK AŠ IR TU'' | Šilutė,Šilutės kultūros centras,Šilutė,2026-03-07,19:00,https://www.bilietai.lt/eng/tickets/koncertai/justinas-jarutis-tik-as-ir-tu--silute-489604/,https://store.bilietai.lt/public/?concert=489604&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:32Z
Justinas Jarutis ''TIK AŠ IR TU'' | Kaunas | SDG Amfiteatras,Kauno Žalgirio arena,Kaunas,2026-03-12,19:00,https://www.bilietai.lt/eng/tickets/koncertai/justinas-jarutis-tik-as-ir-tu--kaunas--sdg-amfiteatras-491234/,https://store.bilietai.lt/public/?concert=491234&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:32Z
Justinas Jarutis ''TIK AŠ IR TU'' | Šakiai,Šakių kultūros centras,Šakiai,2026-03-13,19:00,https://www.bilietai.lt/eng/tickets/koncertai/justinas-jarutis-tik-as-ir-tu--sakiai-489588/,https://store.bilietai.lt/public/?concert=489588&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:32Z
Justinas Jarutis ''TIK AŠ IR TU'' | Visaginas,"Visagino kultūros centras, ''Draugystė''",Visaginas,2026-03-14,19:00,https://www.bilietai.lt/eng/tickets/koncertai/justinas-jarutis-tik-as-ir-tu--visaginas-489591/,https://store.bilietai.lt/public/?concert=489591&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:32Z
Justinas Jarutis ''TIK AŠ IR TU'' | Vilnius,K2 Comedy Club,Vilnius,2026-03-18,19:00,https://www.bilietai.lt/eng/tickets/koncertai/justinas-jarutis-tik-as-ir-tu--vilnius-491228/,https://store.bilietai.lt/public/?concert=491228&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:32Z
Justinas Jarutis ''TIK AŠ IR TU'' | Vilkaviškis,Vilkaviškio kultūros centras,Vilkaviškis,2026-03-19,19:00,https://www.bilietai.lt/eng/tickets/koncertai/justinas-jarutis-tik-as-ir-tu--vilkaviskis-489597/,https://store.bilietai.lt/public/?concert=489597&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:32Z
Justinas Jarutis ''TIK AŠ IR TU'' | Telšiai,Telšių kultūros centras,Telšiai,2026-03-20,19:00,https://www.bilietai.lt/eng/tickets/koncertai/justinas-jarutis-tik-as-ir-tu--telsiai-489598/,https://store.bilietai.lt/public/?concert=489598&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:32Z
GIEDRĖ | Palanga,Palangos koncertų salė,Palanga,2026-03-07,19:00,https://www.bilietai.lt/eng/tickets/koncertai/giedre--palanga-484076/,https://store.bilietai.lt/public/?concert=484076&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:34Z
GIEDRĖ | Vilnius,COMPENSA koncertų salė,Vilnius,2026-03-21,20:00,https://www.bilietai.lt/eng/tickets/koncertai/giedre--vilnius-484075/,https://store.bilietai.lt/public/?concert=484075&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:34Z
(Klaipėda) Jazzu + 100,Klaipėdos Švyturio arena,Klaipėda,2026-02-27,20:00,https://www.bilietai.lt/eng/tickets/koncertai/klaipeda-jazzu-100-483564/,https://store.bilietai.lt/public/?concert=483564&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:37Z
(Vilnius) Jazzu + 100,Twinsbet Arena,Vilnius,2026-03-06,20:00,https://www.bilietai.lt/eng/tickets/koncertai/vilnius-jazzu-100-483566/,https://store.bilietai.lt/public/?concert=483566&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:37Z
Muzika iš kasečių | Kaunas,Kauno valstybinė filharmonija,Kaunas,2026-04-15,19:00,https://www.bilietai.lt/eng/tickets/koncertai/muzika-is-kaseciu--kaunas-490078/,https://store.bilietai.lt/public/?concert=490078&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:39Z
Muzika iš kasečių | Vilnius,Šv. Kotrynos bažnyčia,Vilnius,2026-04-17,19:00,https://www.bilietai.lt/eng/tickets/koncertai/muzika-is-kaseciu--vilnius-490076/,https://store.bilietai.lt/public/?concert=490076&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:39Z
NIJOLĖ NARMONTAITĖ IR ARNAS ŠVILPAUSKAS ''MADINGA PORA'' | Kaunas,Kauno kultūros centro Girstučio padalinys,Kaunas,2026-03-26,18:00,https://www.bilietai.lt/eng/tickets/koncertai/nijole-narmontaite-ir-arnas-svilpauskas-madinga-pora--kaunas-492171/,https://store.bilietai.lt/public/?concert=492171&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:42Z
NIJOLĖ NARMONTAITĖ IR ARNAS ŠVILPAUSKAS ''MADINGA PORA'' | Kaunas | PAPILDOMAS,Kauno kultūros centro Girstučio padalinys,Kaunas,2026-03-27,15:00,https://www.bilietai.lt/eng/tickets/koncertai/nijole-narmontaite-ir-arnas-svilpauskas-madinga-pora--kaunas--papildomas-490557/,https://store.bilietai.lt/public/?concert=490557&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:42Z
NIJOLĖ NARMONTAITĖ IR ARNAS ŠVILPAUSKAS ''MADINGA PORA'' | Kaunas,Kauno kultūros centro Girstučio padalinys,Kaunas,2026-03-27,18:00,https://www.bilietai.lt/eng/tickets/koncertai/nijole-narmontaite-ir-arnas-svilpauskas-madinga-pora--kaunas-486113/,https://store.bilietai.lt/public/?concert=486113&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:42Z
NIJOLĖ NARMONTAITĖ IR ARNAS ŠVILPAUSKAS ''MADINGA PORA'' | Ukmergė,Ukmergės kultūros centras,Ukmergė,2026-04-08,18:00,https://www.bilietai.lt/eng/tickets/koncertai/nijole-narmontaite-ir-arnas-svilpauskas-madinga-pora--ukmerge-486114/,https://store.bilietai.lt/public/?concert=486114&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:42Z
NIJOLĖ NARMONTAITĖ IR ARNAS ŠVILPAUSKAS ''MADINGA PORA'' | Vilnius,SMALA,Vilnius,2026-04-10,19:00,https://www.bilietai.lt/eng/tickets/koncertai/nijole-narmontaite-ir-arnas-svilpauskas-madinga-pora--vilnius-486115/,https://store.bilietai.lt/public/?concert=486115&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:42Z
NIJOLĖ NARMONTAITĖ IR ARNAS ŠVILPAUSKAS ''MADINGA PORA'' | Kazlų Rūda,Kazlų Rūdos kultūros centras,Kazlų Rūda,2026-04-15,18:00,https://www.bilietai.lt/eng/tickets/koncertai/nijole-narmontaite-ir-arnas-svilpauskas-madinga-pora--kazlu-ruda-486116/,https://store.bilietai.lt/public/?concert=486116&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:42Z
NIJOLĖ NARMONTAITĖ IR ARNAS ŠVILPAUSKAS ''MADINGA PORA'' | Alytus,Alytaus kultūros centras,Alytus,2026-04-22,18:00,https://www.bilietai.lt/eng/tickets/koncertai/nijole-narmontaite-ir-arnas-svilpauskas-madinga-pora--alytus-486117/,https://store.bilietai.lt/public/?concert=486117&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:42Z
NIJOLĖ NARMONTAITĖ IR ARNAS ŠVILPAUSKAS ''MADINGA PORA'' | Panevėžys,Kalnapilio arena,Panevėžys,2026-04-24,19:00,https://www.bilietai.lt/eng/tickets/koncertai/nijole-narmontaite-ir-arnas-svilpauskas-madinga-pora--panevezys-487599/,https://store.bilietai.lt/public/?concert=487599&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:42Z
NIJOLĖ NARMONTAITĖ IR ARNAS ŠVILPAUSKAS ''MADINGA PORA'' | Palanga,Palangos koncertų salė,Palanga,2026-05-01,20:00,https://www.bilietai.lt/eng/tickets/koncertai/nijole-narmontaite-ir-arnas-svilpauskas-madinga-pora--palanga-486118/,https://store.bilietai.lt/public/?concert=486118&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:42Z
Andrius Mamontovas: TIK HITAI | Panevėžys,Kalnapilio arena,Panevėžys,2026-03-20,20:00,https://www.bilietai.lt/eng/tickets/koncertai/andrius-mamontovas-tik-hitai--panevezys-486320/,https://store.bilietai.lt/public/?concert=486320&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:44Z
Andrius Mamontovas: TIK HITAI | Klaipėda,Klaipėdos Švyturio arena,Klaipėda,2026-03-27,20:00,https://www.bilietai.lt/eng/tickets/koncertai/andrius-mamontovas-tik-hitai--klaipeda-486318/,https://store.bilietai.lt/public/?concert=486318&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:44Z
ANDRIUS MAMONTOVAS | KALNŲ PARKAS,Kalnų parkas,Vilnius,2026-06-05,21:00,https://www.bilietai.lt/eng/tickets/koncertai/andrius-mamontovas--kalnu-parkas-488101/,https://store.bilietai.lt/public/?concert=488101&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:44Z
(Klaipėda) THE GRAND STARS ORCHESTRA ''The Greatest Film Music Show'',Kultūros centras Žvejų rūmai,Klaipėda,2027-02-13,19:00,https://www.bilietai.lt/eng/tickets/koncertai/klaipeda-the-grand-stars-orchestra-the-greatest-film-music-show-493433/,https://store.bilietai.lt/public/?concert=493433&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:47Z
(Vilnius) THE GRAND STARS ORCHESTRA ''The Greatest Film Music Show'',COMPENSA koncertų salė,Vilnius,2027-02-15,19:00,https://www.bilietai.lt/eng/tickets/koncertai/vilnius-the-grand-stars-orchestra-the-greatest-film-music-show-493475/,https://store.bilietai.lt/public/?concert=493475&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:47Z
(Alytus) THE GRAND STARS ORCHESTRA ''The Greatest Film Music Show'',Alytaus kultūros centras,Alytus,2027-02-16,19:00,https://www.bilietai.lt/eng/tickets/koncertai/alytus-the-grand-stars-orchestra-the-greatest-film-music-show-493478/,https://store.bilietai.lt/public/?concert=493478&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:47Z
(Šiauliai) THE GRAND STARS ORCHESTRA ''The Greatest Film Music Show'',Koncertų salė Saulė,Šiauliai,2027-02-17,19:00,https://www.bilietai.lt/eng/tickets/koncertai/siauliai-the-grand-stars-orchestra-the-greatest-film-music-show-493481/,https://store.bilietai.lt/public/?concert=493481&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:47Z
The Music of Hans Zimmer and Others | Kaunas,VDU didžioji salė,Kaunas,2026-04-21,19:00,https://www.bilietai.lt/eng/tickets/koncertai/the-music-of-hans-zimmer-and-others--kaunas-489408/,https://store.bilietai.lt/public/?concert=489408&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:49Z
The Music of Hans Zimmer and Others | Vilnius,COMPENSA koncertų salė,Vilnius,2026-04-22,15:00,https://www.bilietai.lt/eng/tickets/koncertai/the-music-of-hans-zimmer-and-others--vilnius-467894/,https://store.bilietai.lt/public/?concert=467894&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:49Z
Anime Sympho-Show by 38 Samurai | Vilnius,COMPENSA koncertų salė,Vilnius,2026-04-12,15:00,https://www.bilietai.lt/eng/tickets/koncertai/anime-sympho-show-by-38-samurai--vilnius-491326/,https://store.bilietai.lt/public/?concert=491326&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:52Z
Ennio Morricone by Lords of the Sound | Vilnius,COMPENSA koncertų salė,Vilnius,2026-04-12,19:00,https://www.bilietai.lt/eng/tickets/koncertai/ennio-morricone-by-lords-of-the-sound--vilnius-491088/,https://store.bilietai.lt/public/?concert=491088&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:52Z
Ennio Morricone by Lords of the Sound | Šiauliai,Koncertų salė Saulė,Šiauliai,2026-04-13,19:00,https://www.bilietai.lt/eng/tickets/koncertai/ennio-morricone-by-lords-of-the-sound--siauliai-490914/,https://store.bilietai.lt/public/?concert=490914&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:52Z
Ennio Morricone by Lords of the Sound | Klaipėda,Klaipėdos Švyturio arena,Klaipėda,2026-04-15,19:00,https://www.bilietai.lt/eng/tickets/koncertai/ennio-morricone-by-lords-of-the-sound--klaipeda-491255/,https://store.bilietai.lt/public/?concert=491255&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:52Z
Anime Sympho-Show by 38 Samurai | Kaunas,VDU didžioji salė,Kaunas,2026-04-19,15:00,https://www.bilietai.lt/eng/tickets/koncertai/anime-sympho-show-by-38-samurai--kaunas-490906/,https://store.bilietai.lt/public/?concert=490906&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:52Z
Ennio Morricone by Lords of the Sound | Kaunas,VDU didžioji salė,Kaunas,2026-04-19,19:00,https://www.bilietai.lt/eng/tickets/koncertai/ennio-morricone-by-lords-of-the-sound--kaunas-490911/,https://store.bilietai.lt/public/?concert=490911&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:52Z
Legenda. Vytautas Kernagis. Istorijos ir dainos | Šiauliai,Koncertų salė Saulė,Šiauliai,2026-02-28,18:00,https://www.bilietai.lt/eng/tickets/koncertai/legenda-vytautas-kernagis-istorijos-ir-dainos--siauliai-490206/,https://store.bilietai.lt/public/?concert=490206&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:54Z
Legenda. Vytautas Kernagis. Istorijos ir dainos | Papildomas | Vilnius,Šv. Kotrynos bažnyčia,Vilnius,2026-03-01,15:00,https://www.bilietai.lt/eng/tickets/koncertai/legenda-vytautas-kernagis-istorijos-ir-dainos--papildomas--vilnius-492448/,https://store.bilietai.lt/public/?concert=492448&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:54Z
Legenda. Vytautas Kernagis. Istorijos ir dainos | Vilnius,Šv. Kotrynos bažnyčia,Vilnius,2026-03-01,18:00,https://www.bilietai.lt/eng/tickets/koncertai/legenda-vytautas-kernagis-istorijos-ir-dainos--vilnius-490205/,https://store.bilietai.lt/public/?concert=490205&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:54Z
Legenda. Vytautas Kernagis. Istorijos ir dainos | Anykščiai,Anykščių kultūros centras,Anykščiai,2026-03-07,18:00,https://www.bilietai.lt/eng/tickets/koncertai/legenda-vytautas-kernagis-istorijos-ir-dainos--anyksciai-490200/,https://store.bilietai.lt/public/?concert=490200&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:54Z
Legenda. Vytautas Kernagis. Istorijos ir dainos | Telšiai,Telšių kultūros centras,Telšiai,2026-03-08,17:00,https://www.bilietai.lt/eng/tickets/koncertai/legenda-vytautas-kernagis-istorijos-ir-dainos--telsiai-490207/,https://store.bilietai.lt/public/?concert=490207&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:54Z
Legenda. Vytautas Kernagis. Istorijos ir dainos | Klaipėda,Klaipėdos koncertų salė,Klaipėda,2026-03-15,18:00,https://www.bilietai.lt/eng/tickets/koncertai/legenda-vytautas-kernagis-istorijos-ir-dainos--klaipeda-490204/,https://store.bilietai.lt/public/?concert=490204&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:54Z
Legenda. Vytautas Kernagis. Istorijos ir dainos | Kaunas,Kauno kultūros centro Girstučio padalinys,Kaunas,2026-03-22,18:00,https://www.bilietai.lt/eng/tickets/koncertai/legenda-vytautas-kernagis-istorijos-ir-dainos--kaunas-490203/,https://store.bilietai.lt/public/?concert=490203&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:54Z
IMPROWOODAS | Klaipėda,Renginių kombinatas,Klaipėda,2026-03-14,20:00,https://www.bilietai.lt/eng/tickets/koncertai/improwoodas--klaipeda-491828/,https://store.bilietai.lt/public/?concert=491828&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:57Z
Džordana Butkutė | Klaipėda,Renginių kombinatas,Klaipėda,2026-05-02,20:00,https://www.bilietai.lt/eng/tickets/koncertai/dzordana-butkute--klaipeda-484017/,https://store.bilietai.lt/public/?concert=484017&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:57Z
Džordana Butkutė | Palanga,Palangos koncertų salė,Palanga,2026-08-08,20:30,https://www.bilietai.lt/eng/tickets/koncertai/dzordana-butkute--palanga-494320/,https://store.bilietai.lt/public/?concert=494320&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:57Z
(Vilnius) World Hits Symphony | Universe Orchestra,COMPENSA koncertų salė,Vilnius,2026-03-01,19:00,https://www.bilietai.lt/eng/tickets/koncertai/vilnius-world-hits-symphony--universe-orchestra-489370/,https://store.bilietai.lt/public/?concert=489370&design=bilietai&lang=eng&center=1745,2026-02-16T05:42:00Z
(Klaipėda) World Hits Symphony | Universe Orchestra,Kultūros centras Žvejų rūmai,Klaipėda,2026-03-02,19:00,https://www.bilietai.lt/eng/tickets/koncertai/klaipeda-world-hits-symphony--universe-orchestra-489365/,https://store.bilietai.lt/public/?concert=489365&design=bilietai&lang=eng&center=1745,2026-02-16T05:42:00Z
(Kaunas) World Hits Symphony | Universe Orchestra,Kauno Žalgirio arena,Kaunas,2026-03-16,19:00,https://www.bilietai.lt/eng/tickets/koncertai/kaunas-world-hits-symphony--universe-orchestra-489371/,https://store.bilietai.lt/public/?concert=489371&design=bilietai&lang=eng&center=1745,2026-02-16T05:42:00Z
Vienna Strauss Philharmonie Orchestra | Šiauliai,Koncertų salė Saulė,Šiauliai,2026-03-04,19:00,https://www.bilietai.lt/eng/tickets/koncertai/vienna-strauss-philharmonie-orchestra--siauliai-490259/,https://store.bilietai.lt/public/?concert=490259&design=bilietai&lang=eng&center=1745,2026-02-16T05:42:02Z
Vienna Strauss Philharmonie Orchestra | Kaunas,VDU didžioji salė,Kaunas,2026-03-14,19:00,https://www.bilietai.lt/eng/tickets/koncertai/vienna-strauss-philharmonie-orchestra--kaunas-490263/,https://store.bilietai.lt/public/?concert=490263&design=bilietai&lang=eng&center=1745,2026-02-16T05:42:02Z
Vienna Strauss Philharmonie Orchestra | Vilnius,Twinsbet Arena,Vilnius,2026-03-15,19:00,https://www.bilietai.lt/eng/tickets/koncertai/vienna-strauss-philharmonie-orchestra--vilnius-490264/,https://store.bilietai.lt/public/?concert=490264&design=bilietai&lang=eng&center=1745,2026-02-16T05:42:02Z
2 METRAI: Deivis Norvilas ir Rafailas Karpis | Vilnius,COMPENSA koncertų salė,Vilnius,2026-03-08,18:00,https://www.bilietai.lt/eng/tickets/koncertai/2-metrai-deivis-norvilas-ir-rafailas-karpis--vilnius-491303/,https://store.bilietai.lt/public/?concert=491303&design=bilietai&lang=eng&center=1745,2026-02-16T05:42:04Z
2 METRAI: Deivis Norvilas ir Rafailas Karpis | Kaunas,VDU didžioji salė,Kaunas,2026-03-15,15:30,https://www.bilietai.lt/eng/tickets/koncertai/2-metrai-deivis-norvilas-ir-rafailas-karpis--kaunas-493141/,https://store.bilietai.lt/public/?concert=493141&design=bilietai&lang=eng&center=1745,2026-02-16T05:42:04Z
2 METRAI: Deivis Norvilas ir Rafailas Karpis | Kaunas,VDU didžioji salė,Kaunas,2026-03-15,18:00,https://www.bilietai.lt/eng/tickets/koncertai/2-metrai-deivis-norvilas-ir-rafailas-karpis--kaunas-490149/,https://store.bilietai.lt/public/?concert=490149&design=bilietai&lang=eng&center=1745,2026-02-16T05:42:04Z
2 METRAI: Deivis Norvilas ir Rafailas Karpis | Šiauliai,Koncertų salė Saulė,Šiauliai,2026-03-29,14:00,https://www.bilietai.lt/eng/tickets/koncertai/2-metrai-deivis-norvilas-ir-rafailas-karpis--siauliai-493151/,https://store.bilietai.lt/public/?concert=493151&design=bilietai&lang=eng&center=1745,2026-02-16T05:42:04Z
2 METRAI: Deivis Norvilas ir Rafailas Karpis | Šiauliai,Koncertų salė Saulė,Šiauliai,2026-03-29,17:00,https://www.bilietai.lt/eng/tickets/koncertai/2-metrai-deivis-norvilas-ir-rafailas-karpis--siauliai-490150/,https://store.bilietai.lt/public/?concert=490150&design=bilietai&lang=eng&center=1745,2026-02-16T05:42:04Z
2 METRAI: Deivis Norvilas ir Rafailas Karpis | Palanga,Palangos koncertų salė,Palanga,2026-06-19,20:00,https://www.bilietai.lt/eng/tickets/koncertai/2-metrai-deivis-norvilas-ir-rafailas-karpis--palanga-492641/,https://store.bilietai.lt/public/?concert=492641&design=bilietai&lang=eng&center=1745,2026-02-16T05:42:04Z
